{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10.igc', 'dec_date': '250111', 'dec_heure': '120833', 'nearest_dist': 759.7588512561554, 'nearest': 'FAYENCE', 'maxi_date': '250111', 'maxi_heure': '141457', 'altiMax': 1630.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10090.igc', 'dec_date': '260511', 'dec_heure': '095558', 'nearest_dist': 164.8937564640726, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '121906', 'altiMax': 4056.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10091.igc', 'dec_date': '260511', 'dec_heure': '105604', 'nearest_dist': 310.1081833978134, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '260511', 'maxi_heure': '124444', 'altiMax': 4230.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10092.igc', 'dec_date': '260511', 'dec_heure': '093050', 'nearest_dist': 712.9839022782519, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '125532', 'altiMax': 3930.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10093.igc', 'dec_date': '260511', 'dec_heure': '115249', 'nearest_dist': 109.33169298543012, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '260511', 'maxi_heure': '151521', 'altiMax': 3895.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10094.igc', 'dec_date': '260511', 'dec_heure': '095010', 'nearest_dist': 722.2848297310165, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '124243', 'altiMax': 3761.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10095.igc', 'dec_date': '260511', 'dec_heure': '103101', 'nearest_dist': 327.953317479965, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '260511', 'maxi_heure': '131904', 'altiMax': 4252.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10096.igc', 'dec_date': '260511', 'dec_heure': '091607', 'nearest_dist': 345.92385095035127, 'nearest': 'GRENOBLE LE VERSOUD', 'maxi_date': '260511', 'maxi_heure': '125230', 'altiMax': 3595.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10097.igc', 'dec_date': '230511', 'dec_heure': '114338', 'nearest_dist': 311.1726586794, 'nearest': 'SAINT GAUDENS MONTREJEAU', 'maxi_date': '230511', 'maxi_heure': '141602', 'altiMax': 3531.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10098.igc', 'dec_date': '260511', 'dec_heure': '112325', 'nearest_dist': 404.7503311893909, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '260511', 'maxi_heure': '132041', 'altiMax': 3777.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10099.igc', 'dec_date': '260511', 'dec_heure': '090017', 'nearest_dist': 515.800639459243, 'nearest': 'GRENOBLE LE VERSOUD', 'maxi_date': '260511', 'maxi_heure': '134824', 'altiMax': 3937.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_101.igc', 'dec_date': '160111', 'dec_heure': '095629', 'nearest_dist': 342.2955669507512, 'nearest': 'SAINT GAUDENS MONTREJEAU', 'maxi_date': '160111', 'maxi_heure': '110617', 'altiMax': 4888.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1010.igc', 'dec_date': '260311', 'dec_heure': '110524', 'nearest_dist': 783.1017997122934, 'nearest': 'FAYENCE', 'maxi_date': '260311', 'maxi_heure': '135742', 'altiMax': 3648.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10100.igc', 'dec_date': '260511', 'dec_heure': '100401', 'nearest_dist': 734.7560275502702, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '120049', 'altiMax': 3152.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10101.igc', 'dec_date': '220511', 'dec_heure': '103411', 'nearest_dist': 296.4170562155902, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '220511', 'maxi_heure': '102915', 'altiMax': 0.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10102.igc', 'dec_date': '240511', 'dec_heure': '114558', 'nearest_dist': 340.3428256021408, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '240511', 'maxi_heure': '142521', 'altiMax': 1463.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10103.igc', 'dec_date': '250511', 'dec_heure': '120834', 'nearest_dist': 549.8207086616911, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '250511', 'maxi_heure': '142041', 'altiMax': 1185.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10104.igc', 'dec_date': '260511', 'dec_heure': '115904', 'nearest_dist': 229.41547058047436, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '260511', 'maxi_heure': '131440', 'altiMax': 1852.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10105.igc', 'dec_date': '220511', 'dec_heure': '113542', 'nearest_dist': 228.63780313324375, 'nearest': 'CHARTRES METROPOLE', 'maxi_date': '220511', 'maxi_heure': '133736', 'altiMax': 1587.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10106.igc', 'dec_date': '260511', 'dec_heure': '110108', 'nearest_dist': 424.53906507146655, 'nearest': 'VINON', 'maxi_date': '260511', 'maxi_heure': '110054', 'altiMax': 0.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10107.igc', 'dec_date': '260511', 'dec_heure': '121506', 'nearest_dist': 560.1753712092352, 'nearest': 'LE MAZET DE ROMANIN', 'maxi_date': '260511', 'maxi_heure': '123204', 'altiMax': 1209.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10108.igc', 'dec_date': '260511', 'dec_heure': '103302', 'nearest_dist': 835.618833238707, 'nearest': 'ANGERS MARCE', 'maxi_date': '260511', 'maxi_heure': '133111', 'altiMax': 1631.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10109.igc', 'dec_date': '250511', 'dec_heure': '102633', 'nearest_dist': 475.5152594401487, 'nearest': 'SAINT GAUDENS MONTREJEAU', 'maxi_date': '250511', 'maxi_heure': '143333', 'altiMax': 3880.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1011.igc', 'dec_date': '260311', 'dec_heure': '124349', 'nearest_dist': 423.97260935850903, 'nearest': 'GAP TALLARD', 'maxi_date': '260311', 'maxi_heure': '134554', 'altiMax': 3903.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10110.igc', 'dec_date': '270411', 'dec_heure': '103832', 'nearest_dist': 12529.361995162071, 'nearest': 'SAINT GAUDENS MONTREJEAU', 'maxi_date': '270411', 'maxi_heure': '134304', 'altiMax': 1920.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10111.igc', 'dec_date': '260511', 'dec_heure': '091917', 'nearest_dist': 472.66181069509037, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '123916', 'altiMax': 4030.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10112.igc', 'dec_date': '250511', 'dec_heure': '095400', 'nearest_dist': 794.5400212888758, 'nearest': 'FAYENCE', 'maxi_date': '250511', 'maxi_heure': '110206', 'altiMax': 1877.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10113.igc', 'dec_date': '260511', 'dec_heure': '103404', 'nearest_dist': 444.23694143508965, 'nearest': 'VINON', 'maxi_date': '260511', 'maxi_heure': '131049', 'altiMax': 4200.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10114.igc', 'dec_date': '260511', 'dec_heure': '101025', 'nearest_dist': 793.1097826880887, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '115628', 'altiMax': 3109.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10115.igc', 'dec_date': '260511', 'dec_heure': '112415', 'nearest_dist': 184.5234173665729, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '260511', 'maxi_heure': '140335', 'altiMax': 4094.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10117.igc', 'dec_date': '250511', 'dec_heure': '093033', 'nearest_dist': 81.50789607401808, 'nearest': 'BAILLEAU ARMENONVILLE', 'maxi_date': '250511', 'maxi_heure': '112518', 'altiMax': 4332.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10118.igc', 'dec_date': '260511', 'dec_heure': '093706', 'nearest_dist': 173.80351234039787, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '260511', 'maxi_heure': '132553', 'altiMax': 4127.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10119.igc', 'dec_date': '230511', 'dec_heure': '115628', 'nearest_dist': 260.12250652822803, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '230511', 'maxi_heure': '141544', 'altiMax': 1555.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1012.igc', 'dec_date': '260311', 'dec_heure': '102107', 'nearest_dist': 333.27821045015287, 'nearest': 'SAINT GIRONS ANTICHAN', 'maxi_date': '260311', 'maxi_heure': '122341', 'altiMax': 3230.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10120.igc', 'dec_date': '240511', 'dec_heure': '115201', 'nearest_dist': 346.70481855427033, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '240511', 'maxi_heure': '123309', 'altiMax': 1308.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10121.igc', 'dec_date': '250511', 'dec_heure': '133209', 'nearest_dist': 586.4289679520199, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '250511', 'maxi_heure': '144009', 'altiMax': 1216.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10122.igc', 'dec_date': '260511', 'dec_heure': '121640', 'nearest_dist': 271.5546027934113, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '260511', 'maxi_heure': '151748', 'altiMax': 1757.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10123.igc', 'dec_date': '260511', 'dec_heure': '102742', 'nearest_dist': 685.0526934693318, 'nearest': 'FAYENCE', 'maxi_date': '260511', 'maxi_heure': '135654', 'altiMax': 3637.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10124.igc', 'dec_date': '080511', 'dec_heure': '113848', 'nearest_dist': 555.0392367132919, 'nearest': 'MANTES CHERENCE', 'maxi_date': '080511', 'maxi_heure': '124312', 'altiMax': 1167.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10125.igc', 'dec_date': '260511', 'dec_heure': '105407', 'nearest_dist': 343.40324971339504, 'nearest': 'VINON', 'maxi_date': '260511', 'maxi_heure': '140433', 'altiMax': 3976.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10126.igc', 'dec_date': '260511', 'dec_heure': '112353', 'nearest_dist': 306.24682491737855, 'nearest': 'SAINT MARTIN DE LONDRES', 'maxi_date': '260511', 'maxi_heure': '130943', 'altiMax': 2671.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10127.igc', 'dec_date': '140511', 'dec_heure': '142824', 'nearest_dist': 342.209230990276, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '140511', 'maxi_heure': '161112', 'altiMax': 1619.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10128.igc', 'dec_date': '150511', 'dec_heure': '102705', 'nearest_dist': 228.54999418040063, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '150511', 'maxi_heure': '120121', 'altiMax': 1632.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10129.igc', 'dec_date': '160511', 'dec_heure': '103257', 'nearest_dist': 204.1809658420173, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '160511', 'maxi_heure': '131409', 'altiMax': 1482.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1013.igc', 'dec_date': '260311', 'dec_heure': '140116', 'nearest_dist': 836.0528903437906, 'nearest': 'ANGERS MARCE', 'maxi_date': '260311', 'maxi_heure': '144426', 'altiMax': 1457.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10130.igc', 'dec_date': '170511', 'dec_heure': '114113', 'nearest_dist': 337.9770873392665, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '170511', 'maxi_heure': '141801', 'altiMax': 1693.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10131.igc', 'dec_date': '180511', 'dec_heure': '115141', 'nearest_dist': 523.0465617237331, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '180511', 'maxi_heure': '141013', 'altiMax': 2223.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10132.igc', 'dec_date': '200511', 'dec_heure': '115819', 'nearest_dist': 236.61388816780652, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '200511', 'maxi_heure': '133743', 'altiMax': 1766.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10133.igc', 'dec_date': '210511', 'dec_heure': '105126', 'nearest_dist': 521.9728071978274, 'nearest': 'ISSOUDUN LE FAY', 'maxi_date': '210511', 'maxi_heure': '133202', 'altiMax': 1852.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10134.igc', 'dec_date': '200511', 'dec_heure': '093243', 'nearest_dist': 781.2555960755744, 'nearest': 'FAYENCE', 'maxi_date': '200511', 'maxi_heure': '115655', 'altiMax': 2752.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10135.igc', 'dec_date': '260511', 'dec_heure': '130008', 'nearest_dist': 394.6994740678573, 'nearest': 'POITIERS BIARD', 'maxi_date': '260511', 'maxi_heure': '131944', 'altiMax': 1451.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10136.igc', 'dec_date': '260511', 'dec_heure': '133717', 'nearest_dist': 373.4735648356312, 'nearest': 'POITIERS BIARD', 'maxi_date': '260511', 'maxi_heure': '135333', 'altiMax': 1590.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10137.igc', 'dec_date': '260511', 'dec_heure': '142324', 'nearest_dist': 390.6365347826687, 'nearest': 'POITIERS BIARD', 'maxi_date': '260511', 'maxi_heure': '144544', 'altiMax': 1735.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10138.igc', 'dec_date': '170511', 'dec_heure': '100623', 'nearest_dist': 369.1128873634648, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '170511', 'maxi_heure': '125523', 'altiMax': 3966.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10139.igc', 'dec_date': '200511', 'dec_heure': '113435', 'nearest_dist': 367.5890468866451, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '200511', 'maxi_heure': '125315', 'altiMax': 3545.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1014.igc', 'dec_date': '260311', 'dec_heure': '122814', 'nearest_dist': 639.5313054555145, 'nearest': 'LYON CORBAS', 'maxi_date': '260311', 'maxi_heure': '152232', 'altiMax': 1370.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10140.igc', 'dec_date': '220511', 'dec_heure': '115711', 'nearest_dist': 380.6168707459864, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '220511', 'maxi_heure': '143615', 'altiMax': 3065.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10141.igc', 'dec_date': '240411', 'dec_heure': '121637', 'nearest_dist': 399.3207004829938, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240411', 'maxi_heure': '134645', 'altiMax': 2592.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10142.igc', 'dec_date': '260411', 'dec_heure': '122022', 'nearest_dist': 382.78569960504166, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '260411', 'maxi_heure': '135026', 'altiMax': 2785.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10143.igc', 'dec_date': '270411', 'dec_heure': '115538', 'nearest_dist': 410.3499366257062, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '270411', 'maxi_heure': '124030', 'altiMax': 3053.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10144.igc', 'dec_date': '080511', 'dec_heure': '125810', 'nearest_dist': 395.64529282148396, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '080511', 'maxi_heure': '134046', 'altiMax': 2436.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10145.igc', 'dec_date': '110511', 'dec_heure': '120802', 'nearest_dist': 341.1765333340422, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '110511', 'maxi_heure': '130022', 'altiMax': 2601.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10146.igc', 'dec_date': '120511', 'dec_heure': '114716', 'nearest_dist': 376.78014767474673, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '120511', 'maxi_heure': '125852', 'altiMax': 3042.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10147.igc', 'dec_date': '130511', 'dec_heure': '113406', 'nearest_dist': 384.2932237714787, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '130511', 'maxi_heure': '160434', 'altiMax': 2623.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10148.igc', 'dec_date': '150511', 'dec_heure': '102305', 'nearest_dist': 372.6437716056606, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '150511', 'maxi_heure': '145702', 'altiMax': 5878.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10149.igc', 'dec_date': '160511', 'dec_heure': '115326', 'nearest_dist': 426.6052607584912, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '160511', 'maxi_heure': '151150', 'altiMax': 2641.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1015.igc', 'dec_date': '260311', 'dec_heure': '135642', 'nearest_dist': 441.6537159274061, 'nearest': 'BESANCON THISE', 'maxi_date': '260311', 'maxi_heure': '160206', 'altiMax': 2513.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10150.igc', 'dec_date': '190511', 'dec_heure': '094540', 'nearest_dist': 400.99864103362444, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '190511', 'maxi_heure': '130924', 'altiMax': 2431.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10151.igc', 'dec_date': '200511', 'dec_heure': '102608', 'nearest_dist': 362.07604586483774, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '200511', 'maxi_heure': '114224', 'altiMax': 3783.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10152.igc', 'dec_date': '090511', 'dec_heure': '123152', 'nearest_dist': 225.98831515328095, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '090511', 'maxi_heure': '133544', 'altiMax': 2605.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10153.igc', 'dec_date': '110511', 'dec_heure': '110627', 'nearest_dist': 268.5580463026509, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '110511', 'maxi_heure': '125223', 'altiMax': 4022.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10154.igc', 'dec_date': '120511', 'dec_heure': '105950', 'nearest_dist': 417.8629316825725, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '120511', 'maxi_heure': '124922', 'altiMax': 3765.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10155.igc', 'dec_date': '130511', 'dec_heure': '111201', 'nearest_dist': 395.4831183939636, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '130511', 'maxi_heure': '124721', 'altiMax': 2945.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10156.igc', 'dec_date': '250511', 'dec_heure': '105824', 'nearest_dist': 564.4392743526714, 'nearest': 'VINON', 'maxi_date': '250511', 'maxi_heure': '130224', 'altiMax': 4147.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10157.igc', 'dec_date': '220511', 'dec_heure': '114749', 'nearest_dist': 367.42884153359984, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '220511', 'maxi_heure': '124221', 'altiMax': 3077.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10158.igc', 'dec_date': '260511', 'dec_heure': '105647', 'nearest_dist': 409.1920658343156, 'nearest': 'VINON', 'maxi_date': '260511', 'maxi_heure': '130547', 'altiMax': 4125.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1016.igc', 'dec_date': '260311', 'dec_heure': '113032', 'nearest_dist': 279.07558548833265, 'nearest': 'SAINT GAUDENS MONTREJEAU', 'maxi_date': '260311', 'maxi_heure': '123743', 'altiMax': 3198.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10160.igc', 'dec_date': '140511', 'dec_heure': '115044', 'nearest_dist': 118.78991908348075, 'nearest': 'BEYNES THIVERVAL', 'maxi_date': '140511', 'maxi_heure': '115754', 'altiMax': 890.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10161.igc', 'dec_date': '160511', 'dec_heure': '142433', 'nearest_dist': 434.2956893713325, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '160511', 'maxi_heure': '160045', 'altiMax': 2970.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10162.igc', 'dec_date': '170511', 'dec_heure': '115542', 'nearest_dist': 210.61058177271963, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '170511', 'maxi_heure': '141344', 'altiMax': 3412.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10163.igc', 'dec_date': '180511', 'dec_heure': '115123', 'nearest_dist': 428.7446028403757, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '180511', 'maxi_heure': '133201', 'altiMax': 2777.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10164.igc', 'dec_date': '200511', 'dec_heure': '100904', 'nearest_dist': 369.426993537198, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '200511', 'maxi_heure': '125920', 'altiMax': 3256.0}
